"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
467,"LCID","Lucid Group Inc","Consumer Cyclical","Auto Manufacturers","USA",6625.41,,2.20,2.80%,2777629
468,"LCII","LCI Industries","Consumer Cyclical","Recreational Vehicles","USA",2896.60,22.14,113.76,0.00%,5
469,"LCNB","LCNB Corp","Financial","Banks - Regional","USA",239.45,33.48,16.97,0.00%,0
470,"LDI","LoanDepot Inc","Financial","Mortgage Finance","USA",935.87,,2.84,2.53%,1954
471,"LDWY","Lendway Inc","Communication Services","Advertising Agencies","USA",6.18,,3.49,0.00%,0
472,"LEG","Leggett & Platt, Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1611.54,,12.00,1.10%,7946
473,"LESL","Leslies Inc","Consumer Cyclical","Specialty Retail","USA",541.80,187.82,2.93,0.69%,913
474,"LEV","Lion Electric Co","Industrials","Farm & Heavy Construction Machinery","Canada",81.66,,0.36,-1.85%,3432
475,"LFT","Lument Finance Trust Inc","Real Estate","REIT - Mortgage","USA",128.07,7.03,2.45,0.00%,0
476,"LGIH","LGI Homes Inc","Consumer Cyclical","Residential Construction","USA",2459.99,12.53,104.62,-0.30%,215
477,"LICY","Li-Cycle Holdings Corp","Industrials","Waste Management","Canada",61.51,,2.65,0.34%,82646
478,"LIDR","AEye Inc","Technology","Software - Infrastructure","USA",10.26,,1.15,-4.96%,4489
479,"LIEN","Chicago Atlantic BDC Inc","Financial","Asset Management","USA",293.01,19.25,12.84,0.00%,0
480,"LII","Lennox International Inc","Industrials","Building Products & Equipment","USA",21801.80,29.07,612.01,-0.66%,30
481,"LITB","LightInTheBox Holding Co Ltd ADR","Consumer Cyclical","Internet Retail","Singapore",36.76,,2.00,0.00%,0
482,"LKFN","Lakeland Financial Corp","Financial","Banks - Regional","USA",1929.28,19.69,75.64,0.00%,0
483,"LNC","Lincoln National Corp","Financial","Insurance - Life","USA",6198.79,25.82,36.39,0.69%,426
484,"LOAN","Manhattan Bridge Capital Inc","Real Estate","REIT - Mortgage","USA",61.77,10.97,5.40,0.00%,0
485,"LOGC","ContextLogic Inc","Consumer Cyclical","Internet Retail","USA",173.51,,6.60,-0.44%,131
486,"LOGI","Logitech International S.A","Technology","Computer Hardware","Switzerland",11390.69,17.18,77.11,-0.23%,2431
487,"LOMA","Loma Negra Compania Industrial Argentina Sociedad Anonima ADR","Basic Materials","Building Materials","Argentina",1214.65,12.48,10.19,0.00%,0
488,"LOT","Lotus Technology Inc. ADR","Consumer Cyclical","Auto Manufacturers","China",2923.52,,4.32,0.00%,0
489,"LPSN","Liveperson Inc","Technology","Software - Application","USA",78.32,,0.86,1.00%,25082
490,"LPX","Louisiana-Pacific Corp","Industrials","Building Products & Equipment","USA",7972.74,19.54,113.51,0.65%,1132
491,"LSTR","Landstar System, Inc","Industrials","Integrated Freight & Logistics","USA",6706.21,32.58,189.81,-0.26%,708
492,"LTC","LTC Properties, Inc","Real Estate","REIT - Healthcare Facilities","USA",1783.55,16.94,39.41,0.19%,363
493,"LU","Lufax Holding Ltd ADR","Financial","Credit Services","China",2061.68,,2.46,0.82%,27477
494,"LUMN","Lumen Technologies Inc","Communication Services","Telecom Services","USA",9417.46,,9.28,0.54%,123917
495,"LUV","Southwest Airlines Co","Industrials","Airlines","USA",19371.27,,32.30,0.84%,11654
496,"LUXH","LuxUrban Hotels Inc","Consumer Cyclical","Lodging","USA",5.72,,0.04,0.24%,456115
497,"LVLU","Lulus Fashion Lounge Holdings Inc","Consumer Cyclical","Apparel Retail","USA",71.01,,1.70,0.00%,0
498,"LVWR","LiveWire Group Inc","Consumer Cyclical","Auto Manufacturers","USA",1300.80,,6.40,0.00%,0
499,"LYEL","Lyell Immunopharma Inc","Healthcare","Biotechnology","USA",326.69,,1.17,0.43%,10
500,"LYG","Lloyds Banking Group plc ADR","Financial","Banks - Regional","United Kingdom",42198.73,,2.77,1.13%,179739
501,"LYRA","Lyra Therapeutics Inc","Healthcare","Biotechnology","USA",17.44,,0.27,-3.13%,10501
502,"LZ","LegalZoom.com Inc","Industrials","Specialty Business Services","USA",1455.16,63.55,8.42,0.00%,0
503,"LZB","La-Z-Boy Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1811.96,15.37,43.32,0.00%,0
504,"M","Macy's Inc","Consumer Cyclical","Department Stores","USA",4213.30,23.37,15.19,0.73%,45809
505,"MAIN","Main Street Capital Corporation","Financial","Asset Management","USA",4620.53,9.50,52.40,0.25%,866
506,"MAN","ManpowerGroup","Industrials","Staffing & Employment Services","USA",3022.70,81.26,64.40,1.56%,371
507,"MAR","Marriott International, Inc","Consumer Cyclical","Lodging","USA",79480.31,29.91,286.01,-0.00%,735
508,"MAXN","Maxeon Solar Technologies Ltd","Technology","Solar","Singapore",187.11,,12.24,4.68%,90409
509,"MBCN","Middlefield Banc Corp","Financial","Banks - Regional","USA",254.24,17.94,31.50,0.00%,0
510,"MBWM","Mercantile Bank Corp","Financial","Banks - Regional","USA",823.08,10.27,50.99,1.53%,1
511,"MCBS","MetroCity Bankshares Inc","Financial","Banks - Regional","USA",962.61,16.31,38.00,9.16%,102
512,"MCRI","Monarch Casino & Resort, Inc","Consumer Cyclical","Resorts & Casinos","USA",1528.87,18.40,83.14,0.00%,0
513,"MED","Medifast Inc","Consumer Cyclical","Personal Services","USA",213.28,29.18,19.50,0.46%,384
514,"MEI","Methode Electronics, Inc","Technology","Electronic Components","USA",342.58,,9.72,0.00%,11
515,"MERC","Mercer International Inc","Basic Materials","Paper & Paper Products","Canada",426.64,,6.38,0.00%,0
516,"MESA","Mesa Air Group Inc","Industrials","Airlines","USA",38.82,,0.94,0.00%,0
517,"MFIN","Medallion Financial Corp","Financial","Credit Services","USA",221.91,5.69,9.62,0.00%,0
518,"MHLD","Maiden Holdings Ltd","Financial","Insurance - Reinsurance","Bermuda",182.59,,1.83,0.00%,0
519,"MKC","McCormick & Co., Inc","Consumer Defensive","Packaged Foods","USA",20548.62,26.06,76.59,0.00%,5
520,"MKFG","Markforged Holding Corporation","Technology","Computer Hardware","USA",90.31,,4.38,-0.23%,107
521,"MKL","Markel Group Inc","Financial","Insurance - Property & Casualty","USA",21428.59,7.68,1666.00,0.69%,9
522,"MKTW","Marketwise Inc","Financial","Financial Data & Stock Exchanges","USA",180.42,4.31,0.56,3.94%,1261
523,"MLKN","MillerKnoll Inc","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",1702.86,28.16,24.62,0.00%,0
524,"MLNK","MeridianLink Inc","Technology","Software - Application","USA",1840.55,,24.37,0.00%,0
525,"MMC","Marsh & McLennan Cos., Inc","Financial","Insurance Brokers","USA",110846.12,27.83,225.70,0.24%,633
526,"MMLP","Martin Midstream Partners LP","Energy","Oil & Gas Midstream","USA",154.49,37.13,3.96,0.03%,3
527,"MNRO","Monro Inc","Consumer Cyclical","Auto Parts","USA",888.90,36.09,29.68,0.00%,0
528,"MNTX","Manitex International Inc","Industrials","Farm & Heavy Construction Machinery","USA",115.86,12.29,5.68,-0.53%,84
529,"MO","Altria Group Inc","Consumer Defensive","Tobacco","USA",92155.46,9.18,54.38,-0.12%,11076
530,"MODG","Topgolf Callaway Brands Corp","Consumer Cyclical","Leisure","USA",1773.72,104.44,9.65,2.22%,10179
531,"MOGU","MOGU Inc ADR","Consumer Cyclical","Internet Retail","China",12.47,,1.98,0.00%,0
532,"MPW","Medical Properties Trust Inc","Real Estate","REIT - Healthcare Facilities","USA",2652.88,,4.42,1.61%,104942
533,"MPX","Marine Products Corp","Consumer Cyclical","Recreational Vehicles","USA",345.05,18.85,9.94,0.00%,0
534,"MRCC","Monroe Capital Corp","Financial","Asset Management","USA",178.75,22.30,8.25,1.60%,550
535,"MRCY","Mercury Systems Inc","Industrials","Aerospace & Defense","USA",2599.97,,43.60,-0.09%,162
536,"MRIN","Marin Software Inc","Technology","Software - Application","USA",6.61,,2.11,2.43%,49
537,"MRNA","Moderna Inc","Healthcare","Biotechnology","USA",16816.54,,43.70,0.53%,35081
538,"MS","Morgan Stanley","Financial","Capital Markets","USA",214992.70,20.28,133.45,0.86%,3326
539,"MSBI","Midland States Bancorp Inc","Financial","Banks - Regional","USA",585.33,13.69,27.35,0.00%,0
540,"MSDL","Morgan Stanley Direct Lending Fund","Financial","Asset Management","USA",1819.79,8.05,20.50,2.71%,24
541,"MSGM","Motorsport Games Inc","Communication Services","Electronic Gaming & Multimedia","USA",4.70,3.43,1.21,-0.82%,1287
542,"MSM","MSC Industrial Direct Co., Inc","Industrials","Industrial Distribution","USA",4878.16,19.05,87.26,-2.61%,28
543,"MTD","Mettler-Toledo International, Inc","Healthcare","Diagnostics & Research","USA",26609.83,34.00,1260.97,0.00%,7
544,"MTN","Vail Resorts Inc","Consumer Cyclical","Resorts & Casinos","USA",6877.73,30.44,183.59,0.66%,86
545,"MTTR","Matterport Inc","Technology","Software - Application","USA",1509.49,,4.73,-2.07%,1732
546,"MTUS","Metallus Inc","Basic Materials","Steel","USA",670.99,30.91,15.79,0.00%,0
547,"MTW","Manitowoc Co., Inc","Industrials","Farm & Heavy Construction Machinery","USA",377.97,,10.76,0.00%,0
548,"MUSA","Murphy USA Inc","Consumer Cyclical","Specialty Retail","USA",10716.03,21.84,529.21,0.00%,11
549,"MVIS","Microvision Inc","Technology","Scientific & Technical Instruments","USA",217.29,,0.99,0.04%,21167
550,"MYGN","Myriad Genetics, Inc","Healthcare","Diagnostics & Research","USA",1482.05,,16.28,0.68%,327
551,"MYNA","Mynaric AG ADR","Technology","Communication Equipment","Germany",34.15,,1.37,0.00%,0
552,"MYTE","MYT Netherlands Parent BV ADR","Consumer Cyclical","Luxury Goods","Germany",523.56,,6.14,0.00%,0
553,"NAVI","Navient Corp","Financial","Credit Services","USA",1664.13,22.25,15.50,0.00%,0
554,"NAYA","NAYA Biosciences","Healthcare","Medical Devices","USA",3.17,,0.81,-3.22%,76
555,"NBR","Nabors Industries Ltd","Energy","Oil & Gas Drilling","Bermuda",660.19,,78.72,-1.09%,1
556,"NECB","NorthEast Community Bancorp Inc","Financial","Banks - Regional","USA",439.97,8.72,31.38,0.87%,257
557,"NEP","NextEra Energy Partners LP","Utilities","Utilities - Renewable","USA",3009.38,7.37,16.09,0.56%,21393
558,"NERV","Minerva Neurosciences Inc","Healthcare","Biotechnology","USA",16.15,,2.31,0.00%,0
559,"NET","Cloudflare Inc","Technology","Software - Infrastructure","USA",31487.46,,91.70,0.87%,4836
560,"NEU","NewMarket Corp","Basic Materials","Specialty Chemicals","USA",5306.04,12.29,553.00,-0.01%,444
561,"NEUE","NeueHealth Inc","Healthcare","Healthcare Plans","USA",43.00,,5.19,1.57%,4
562,"NEWT","NewtekOne Inc","Financial","Banks - Regional","USA",393.87,8.61,15.17,0.00%,0
563,"NFBK","Northfield Bancorp Inc","Financial","Banks - Regional","USA",593.38,21.49,13.74,0.00%,0
564,"NGL","NGL Energy Partners LP","Energy","Oil & Gas Midstream","USA",563.18,,4.25,2.91%,2120
565,"NKLA","Nikola Corp","Industrials","Farm & Heavy Construction Machinery","USA",191.11,,3.14,0.95%,56811
566,"NKSH","National Bankshares Inc","Financial","Banks - Regional","USA",201.91,21.91,31.74,0.00%,0
567,"NKTR","Nektar Therapeutics","Healthcare","Biotechnology","USA",239.80,,1.30,-0.76%,514
568,"NLSP","NLS Pharmaceutics Ltd","Healthcare","Biotechnology","Switzerland",9.42,,3.81,-2.31%,179
569,"NMTC","NeuroOne Medical Technologies Corp","Healthcare","Medical Devices","USA",26.19,,0.85,-4.49%,5947
570,"NNI","Nelnet Inc","Financial","Credit Services","USA",3965.20,36.65,109.27,0.00%,0
571,"NNN","NNN REIT Inc","Real Estate","REIT - Retail","USA",8024.25,19.81,42.79,0.49%,328
572,"NPV","Nuveen Virginia Quality Municipal Income Fund","Financial","Closed-End Fund - Debt","USA",233.02,34.21,13.00,0.00%,0
573,"NRC","National Research Corp","Healthcare","Health Information Services","USA",478.21,18.13,20.37,0.00%,0
574,"NRDY","Nerdy Inc","Technology","Software - Application","USA",162.32,,0.90,-0.01%,5787
575,"NREF","NexPoint Real Estate Finance Inc","Real Estate","REIT - Mortgage","USA",290.90,15.83,16.66,0.00%,0
576,"NRG","NRG Energy Inc","Utilities","Utilities - Independent Power Producers","USA",18788.03,22.46,92.75,0.10%,5884
577,"NRGV","Energy Vault Holdings Inc","Utilities","Utilities - Renewable","USA",285.99,,1.90,-5.45%,42342
578,"NRP","Natural Resource Partners LP","Energy","Thermal Coal","USA",1394.96,8.60,106.90,-0.07%,1
579,"NSA","National Storage Affiliates Trust","Real Estate","REIT - Industrial","USA",5700.33,24.88,42.44,0.00%,47
580,"NSIT","Insight Enterprises Inc","Technology","Electronics & Computer Distribution","USA",5161.31,20.45,162.50,0.68%,777
581,"NSP","Insperity Inc","Industrials","Staffing & Employment Services","USA",2874.77,24.40,76.90,0.00%,0
582,"NTAP","Netapp Inc","Technology","Computer Hardware","USA",24762.32,23.57,120.92,0.00%,391
583,"NTCT","Netscout Systems Inc","Technology","Software - Infrastructure","USA",1630.85,,22.74,0.00%,0
584,"NTRP","NextTrip Inc","Consumer Cyclical","Travel Services","USA",2.64,,1.86,0.00%,1
585,"NTRS","Northern Trust Corp","Financial","Asset Management","USA",21336.24,13.40,107.64,0.65%,109
586,"NUS","Nu Skin Enterprises, Inc","Consumer Defensive","Household & Personal Products","USA",355.43,,7.15,-1.11%,1316
587,"NUV","Nuveen Municipal Value Fund Inc","Financial","Closed-End Fund - Debt","USA",1840.89,38.57,8.87,0.00%,1
588,"NVEC","NVE Corp","Technology","Semiconductors","USA",382.13,23.73,79.05,0.00%,0
589,"NVEI","Nuvei Corporation","Technology","Software - Infrastructure","Canada",6721.41,,33.99,1.25%,937876
590,"NVR","NVR Inc","Consumer Cyclical","Residential Construction","USA",28034.46,18.70,9150.00,0.39%,1
591,"NVRO","Nevro Corp","Healthcare","Medical Devices","USA",188.65,,5.06,0.00%,3357
592,"NVS","Novartis AG ADR","Healthcare","Drug Manufacturers - General","Switzerland",203690.18,12.14,104.11,-0.77%,8679
593,"NVST","Envista Holdings Corp","Healthcare","Medical Instruments & Supplies","USA",3531.43,,20.52,0.00%,0
594,"NWBI","Northwest Bancshares Inc","Financial","Banks - Regional","USA",1895.71,19.69,14.88,0.00%,0
595,"NWE","NorthWestern Energy Group Inc","Utilities","Utilities - Regulated Electric","USA",3383.93,14.93,55.19,0.00%,0
596,"NWL","Newell Brands Inc","Consumer Defensive","Household & Personal Products","USA",3789.76,,9.11,-0.76%,1210
597,"NWS","News Corp","Communication Services","Entertainment","USA",17227.74,51.98,32.22,0.00%,0
598,"NXP","Nuveen Select Tax-Free Income Portfolio","Financial","Closed-End Fund - Debt","USA",701.33,22.17,14.63,0.00%,2
599,"NYAX","Nayax Ltd","Technology","Information Technology Services","Israel",3536.22,,26.23,0.00%,0
600,"NYC","American Strategic Investment Co","Real Estate","Real Estate Services","USA",23.12,,8.75,1.27%,222
601,"ODFL","Old Dominion Freight Line, Inc","Industrials","Trucking","USA",48455.40,39.67,226.96,0.28%,239
602,"OFS","OFS Capital Corp","Financial","Asset Management","USA",107.45,,8.02,0.00%,5
603,"OGE","Oge Energy Corp","Utilities","Utilities - Regulated Electric","USA",8705.06,22.48,43.32,0.00%,1
604,"OGN","Organon & Co","Healthcare","Drug Manufacturers - General","USA",4035.64,3.11,15.67,0.58%,1594
605,"OGS","ONE Gas Inc","Utilities","Utilities - Regulated Gas","USA",4266.14,19.64,75.30,0.00%,0
606,"OII","Oceaneering International, Inc","Energy","Oil & Gas Equipment & Services","USA",2851.92,21.28,28.22,-0.28%,1397
607,"OLPX","Olaplex Holdings Inc","Consumer Cyclical","Specialty Retail","USA",1175.10,27.83,1.77,4.27%,449
608,"OMI","Owens & Minor, Inc","Healthcare","Medical Distribution","USA",1004.73,,13.03,0.77%,566
609,"OMIC","Singular Genomics Systems Inc","Healthcare","Medical Instruments & Supplies","USA",57.33,,22.97,0.00%,0
610,"ONTF","ON24 Inc","Technology","Software - Application","USA",270.77,,6.52,0.00%,0
611,"ONVO","Organovo Holdings Inc","Healthcare","Biotechnology","USA",5.97,,0.39,7.61%,5388
612,"OPAD","Offerpad Solutions Inc","Real Estate","Real Estate Services","USA",119.90,,4.38,0.00%,0
613,"OPEN","Opendoor Technologies Inc","Real Estate","Real Estate Services","USA",1272.82,,1.78,0.56%,872708
614,"OPHC","Optimumbank Holdings Inc","Financial","Banks - Regional","USA",50.95,3.80,5.05,0.00%,0
615,"OPI","Office Properties Income Trust","Real Estate","REIT - Office","USA",69.17,,1.24,-0.80%,1106
616,"ORI","Old Republic International Corp","Financial","Insurance - Property & Casualty","USA",9495.72,10.69,37.45,0.03%,5749
617,"ORMP","Oramed Pharmaceuticals, Inc","Healthcare","Biotechnology","USA",94.73,21.56,2.35,0.43%,2920
618,"OSUR","Orasure Technologies Inc","Healthcare","Medical Instruments & Supplies","USA",308.82,27.53,4.14,0.00%,0
619,"OTIS","Otis Worldwide Corp","Industrials","Specialty Industrial Machinery","USA",40229.67,25.08,100.71,0.98%,87
620,"OTTR","Otter Tail Corporation","Utilities","Utilities - Diversified","USA",3357.11,11.08,80.26,0.50%,80
621,"OXM","Oxford Industries, Inc","Consumer Cyclical","Apparel Manufacturing","USA",1212.31,42.45,77.24,-1.71%,9
622,"OXSQ","Oxford Square Capital Corp","Financial","Asset Management","USA",194.79,,2.87,0.67%,4042
623,"OZK","Bank OZK","Financial","Banks - Regional","USA",5507.12,7.98,48.55,0.75%,986
624,"PAC","Grupo Aeroportuario Del Pacifico SAB de CV ADR","Industrials","Airports & Air Services","Mexico",7707.48,17.88,176.98,0.00%,3
625,"PAI","Western Asset Investment Grade Income Fund Inc","Financial","Closed-End Fund - Debt","USA",121.74,16.41,12.80,0.00%,0
626,"PAMT","PAMT Corp","Industrials","Trucking","USA",474.86,,21.80,0.00%,0
627,"PARA","Paramount Global","Communication Services","Entertainment","USA",8100.58,,11.49,0.35%,15763
628,"PATH","UiPath Inc","Technology","Software - Infrastructure","USA",7407.93,,13.47,0.82%,97921
629,"PAY","Paymentus Holdings Inc","Technology","Software - Infrastructure","USA",4077.86,128.17,32.76,23.11%,32612
630,"PAYC","Paycom Software Inc","Technology","Software - Application","USA",13446.22,28.07,233.19,1.88%,110
631,"PAYX","Paychex Inc","Technology","Software - Application","USA",53264.91,31.53,148.00,0.00%,85
632,"PBF","PBF Energy Inc","Energy","Oil & Gas Refining & Marketing","USA",3451.40,,29.98,-0.43%,3143
633,"PBI","Pitney Bowes, Inc","Industrials","Integrated Freight & Logistics","USA",1417.27,,7.80,1.83%,18193
634,"PBYI","Puma Biotechnology Inc","Healthcare","Biotechnology","USA",158.52,6.80,3.23,0.60%,141
635,"PCAR","Paccar Inc","Industrials","Farm & Heavy Construction Machinery","USA",61930.38,13.20,118.12,1.14%,7345
636,"PCB","PCB Bancorp","Financial","Banks - Regional","USA",302.17,12.57,21.18,0.00%,0
637,"PCQ","Pimco California Municipal Income Fund","Financial","Closed-End Fund - Debt","USA",184.31,31.32,9.71,0.00%,0
638,"PCRX","Pacira BioSciences Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",775.71,,16.80,0.00%,0
639,"PDCO","Patterson Companies Inc","Healthcare","Medical Distribution","USA",1829.89,11.32,20.76,0.00%,0
640,"PDI","PIMCO Dynamic Income Fund","Financial","Closed-End Fund - Debt","USA",5993.44,9.85,19.50,0.05%,11599
641,"PDYN","Palladyne AI Corp","Technology","Software - Infrastructure","USA",65.10,,2.20,1.38%,8412
642,"PEB","Pebblebrook Hotel Trust","Real Estate","REIT - Hotel & Motel","USA",1524.89,,12.74,0.00%,0
643,"PEGY","Pineapple Energy Inc","Technology","Solar","USA",4.17,,3.10,-2.82%,3745
644,"PERI","Perion Network Ltd","Communication Services","Internet Content & Information","Israel",435.22,9.87,9.20,1.43%,5724
645,"PFG","Principal Financial Group Inc","Financial","Asset Management","USA",20175.91,,88.21,1.26%,35
646,"PFIE","Profire Energy Inc","Energy","Oil & Gas Equipment & Services","USA",116.00,13.45,2.51,-0.36%,33
647,"PFIS","Peoples Financial Services Corp","Financial","Banks - Regional","USA",523.73,50.91,52.50,0.00%,0
648,"PFLT","PennantPark Floating Rate Capital Ltd","Financial","Asset Management","USA",821.58,6.74,11.19,0.00%,8042
649,"PFX","PhenixFIN Corp","Financial","Asset Management","USA",95.17,4.88,47.02,0.00%,0
650,"PGRE","Paramount Group Inc","Real Estate","REIT - Office","USA",2647.75,,5.19,0.00%,106
651,"PGRU","PropertyGuru Group Ltd","Communication Services","Internet Content & Information","Singapore",1088.11,,6.62,-0.30%,565
652,"PHG","Koninklijke Philips N.V. ADR","Healthcare","Medical Devices","Netherlands",24417.90,,26.14,0.69%,4983
653,"PII","Polaris Inc","Consumer Cyclical","Recreational Vehicles","USA",3764.49,18.90,67.50,1.96%,252
654,"PINC","Premier Inc","Healthcare","Health Information Services","USA",2207.61,16.81,22.97,0.00%,0
655,"PJT","PJT Partners Inc","Financial","Capital Markets","USA",6256.97,39.28,159.59,0.00%,267
656,"PKOH","Park-Ohio Holdings Corp","Industrials","Specialty Industrial Machinery","USA",457.34,26.38,32.57,0.00%,0
657,"PKST","Peakstone Realty Trust","Real Estate","REIT - Office","USA",483.52,,13.29,0.00%,1
658,"PLBY","PLBY Group Inc","Consumer Cyclical","Leisure","USA",88.70,,0.99,-8.33%,3880
659,"PLCE","Childrens Place Inc","Consumer Cyclical","Apparel Manufacturing","USA",190.39,,14.97,2.08%,901
660,"PLL","Piedmont Lithium Inc","Basic Materials","Other Industrial Metals & Mining","USA",257.06,,13.23,2.16%,12252
661,"PLSE","Pulse Biosciences Inc","Healthcare","Medical Instruments & Supplies","USA",1091.31,,17.74,0.00%,0
662,"PLTR","Palantir Technologies Inc","Technology","Software - Infrastructure","USA",139870.50,310.89,61.40,2.59%,2395353
663,"PLUG","Plug Power Inc","Industrials","Electrical Equipment & Parts","USA",1680.10,,1.91,0.00%,1851059
664,"PLUR","Pluri Inc","Healthcare","Biotechnology","Israel",30.47,,5.57,0.72%,3246
665,"PMT","Pennymac Mortgage Investment Trust","Real Estate","REIT - Mortgage","USA",1149.17,9.76,13.23,0.23%,12996
666,"PNBK","Patriot National Bancorp Inc","Financial","Banks - Regional","USA",7.20,,1.81,0.00%,0
667,"PNNT","PennantPark Investment Corporation","Financial","Asset Management","USA",460.99,10.70,7.06,1.00%,771
668,"PPC","Pilgrim's Pride Corp","Consumer Defensive","Packaged Foods","USA",12636.29,12.86,53.29,0.04%,165
669,"PRA","Proassurance Corporation","Financial","Insurance - Property & Casualty","USA",874.77,20.38,17.10,0.00%,0
670,"PRI","Primerica Inc","Financial","Insurance - Life","USA",10099.52,23.12,302.64,0.00%,13
671,"PRK","Park National Corp","Financial","Banks - Regional","USA",3118.85,22.81,193.01,-0.94%,4
672,"PRLD","Prelude Therapeutics Inc","Healthcare","Biotechnology","USA",63.28,,1.15,0.00%,0
673,"PROC","Procaps Group S.A","Healthcare","Drug Manufacturers - Specialty & Generic","Luxembourg",120.71,2.12,1.07,10.30%,7658
674,"PROV","Provident Financial Holdings, Inc","Financial","Banks - Regional","USA",106.86,14.58,15.80,0.00%,0
675,"PRT","PermRock Royalty Trust","Energy","Oil & Gas E&P","USA",47.45,8.86,3.90,0.00%,0
676,"PRTG","Portage Biotech Inc","Healthcare","Biotechnology","USA",4.24,,4.05,-3.57%,121
677,"PRU","Prudential Financial Inc","Financial","Insurance - Life","USA",44681.56,11.12,125.51,0.02%,353
678,"PSFE","Paysafe Limited","Technology","Software - Infrastructure","United Kingdom",1336.93,,22.02,-13.55%,21405
679,"PSNY","Polestar Automotive Holding UK PLC ADR","Consumer Cyclical","Auto Manufacturers","Sweden",570.90,,1.22,0.00%,29601
680,"PTON","Peloton Interactive Inc","Consumer Cyclical","Leisure","USA",3230.96,,8.47,1.93%,117041
681,"PVBC","Provident Bancorp Inc","Financial","Banks - Regional","USA",196.81,35.06,11.14,0.00%,0
682,"QD","Qudian Inc ADR","Financial","Credit Services","China",326.32,,2.38,0.00%,0
683,"QLYS","Qualys Inc","Technology","Software - Infrastructure","USA",5656.88,34.04,154.60,0.03%,241
684,"QMCO","Quantum Corp","Technology","Computer Hardware","USA",20.65,,4.31,-0.23%,742
685,"QRTEA","Qurate Retail Inc","Consumer Cyclical","Internet Retail","USA",208.31,,0.46,0.02%,6966
686,"QRVO","Qorvo Inc","Technology","Semiconductors","USA",6293.59,,66.58,-1.03%,2349
687,"QS","QuantumScape Corp","Consumer Cyclical","Auto Parts","USA",2500.81,,4.88,0.82%,213321
688,"RAPT","RAPT Therapeutics Inc","Healthcare","Biotechnology","USA",61.80,,1.77,1.76%,7899
689,"RAVE","Rave Restaurant Group Inc","Consumer Cyclical","Restaurants","USA",39.72,15.16,2.70,1.50%,96
690,"RBB","RBB Bancorp","Financial","Banks - Regional","USA",438.62,13.38,24.79,0.00%,0
691,"RC","Ready Capital Corp","Real Estate","REIT - Mortgage","USA",1224.60,,7.28,1.25%,445
692,"RCKY","Rocky Brands, Inc","Consumer Cyclical","Footwear & Accessories","USA",161.79,12.17,21.72,0.00%,0
693,"RCM","R1 RCM Inc","Healthcare","Health Information Services","USA",6036.01,,14.29,0.00%,0
694,"RDFN","Redfin Corp","Real Estate","Real Estate Services","USA",1186.53,,9.57,2.36%,92285
695,"RDI","Reading International Inc","Communication Services","Entertainment","USA",41.51,,1.42,0.00%,0
696,"RDN","Radian Group, Inc","Financial","Insurance - Specialty","USA",5160.52,8.98,34.65,0.14%,1472
697,"RDWR","Radware","Technology","Software - Infrastructure","Israel",921.82,,22.06,0.00%,0
698,"RDY","Dr. Reddy's Laboratories Ltd. ADR","Healthcare","Drug Manufacturers - Specialty & Generic","India",12311.02,19.24,14.76,-0.07%,181
699,"REAL","Therealreal Inc","Consumer Cyclical","Luxury Goods","USA",401.47,,3.66,-3.17%,1207
700,"RES","RPC, Inc","Energy","Oil & Gas Equipment & Services","USA",1289.83,10.92,6.00,0.00%,0
701,"REVG","REV Group Inc","Industrials","Farm & Heavy Construction Machinery","USA",1592.72,7.32,30.63,0.00%,0
