"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
702,"RGP","Resources Connection Inc","Industrials","Consulting Services","USA",310.28,25.78,9.27,3.81%,7
703,"RHI","Robert Half Inc","Industrials","Staffing & Employment Services","USA",7898.69,27.91,76.50,0.13%,130
704,"RIG","Transocean Ltd","Energy","Oil & Gas Drilling","Switzerland",3765.78,,4.30,0.23%,25478
705,"RKT","Rocket Companies Inc","Financial","Mortgage Finance","USA",28628.16,184.96,14.39,-7.40%,155266
706,"RLJ","RLJ Lodging Trust","Real Estate","REIT - Hotel & Motel","USA",1540.79,34.55,10.00,0.60%,1931
707,"ROIC","Retail Opportunity Investments Corp","Real Estate","REIT - Retail","USA",2325.43,37.93,17.35,0.06%,1604
708,"ROK","Rockwell Automation Inc","Industrials","Specialty Industrial Machinery","USA",31770.87,33.77,280.00,0.76%,1584
709,"RRC","Range Resources Corp","Energy","Oil & Gas E&P","USA",8322.77,17.52,34.49,1.17%,52
710,"RSKD","Riskified Ltd","Technology","Software - Application","Israel",886.81,,5.20,21.21%,25308
711,"RUM","Rumble Inc","Technology","Software - Application","USA",2387.36,,6.13,-10.25%,92226
712,"RVNC","Revance Therapeutics Inc","Healthcare","Biotechnology","USA",433.25,,4.13,0.00%,4657
713,"RWAY","Runway Growth Finance Corp","Financial","Credit Services","USA",418.24,14.32,10.85,2.94%,7
714,"RXO","RXO Inc","Industrials","Trucking","USA",4482.82,,27.88,0.29%,134
715,"RXT","Rackspace Technology Inc","Technology","Software - Infrastructure","USA",641.95,,2.84,-0.70%,1554
716,"RYI","Ryerson Holding Corp","Industrials","Metal Fabrication","USA",781.84,40.50,24.55,-1.96%,10
717,"RYN","Rayonier Inc","Real Estate","REIT - Specialty","USA",4502.82,28.75,30.22,1.61%,63
718,"SABR","Sabre Corp","Technology","Software - Infrastructure","USA",1377.50,,3.57,-1.38%,4372
719,"SAFT","Safety Insurance Group, Inc","Financial","Insurance - Property & Casualty","USA",1285.71,17.16,86.65,0.00%,0
720,"SAGE","Sage Therapeutics Inc","Healthcare","Biotechnology","USA",350.52,,5.73,0.00%,0
721,"SAIC","Science Applications International Corp","Technology","Information Technology Services","USA",7557.27,27.52,152.61,-0.47%,54
722,"SAM","Boston Beer Co., Inc","Consumer Defensive","Beverages - Brewers","USA",3617.82,46.17,315.01,-0.75%,139
723,"SANM","Sanmina Corp","Technology","Electronic Components","USA",4412.72,20.68,80.75,0.00%,0
724,"SASR","Sandy Spring Bancorp","Financial","Banks - Regional","USA",1719.22,20.11,38.09,0.03%,1282
725,"SBCF","Seacoast Banking Corp. Of Florida","Financial","Banks - Regional","USA",2556.39,21.87,29.92,0.00%,2
726,"SBGI","Sinclair Inc","Communication Services","Broadcasting","USA",956.45,,14.40,-7.57%,1
727,"SBH","Sally Beauty Holdings Inc","Consumer Cyclical","Specialty Retail","USA",1310.75,9.30,12.77,0.00%,0
728,"SBSI","Southside Bancshares Inc","Financial","Banks - Regional","USA",1091.41,12.99,36.01,-1.53%,4
729,"SCM","Stellus Capital Investment Corp","Financial","Asset Management","USA",373.40,10.78,13.80,0.51%,514
730,"SCOR","Comscore Inc","Communication Services","Internet Content & Information","USA",27.38,,5.60,5.07%,254
731,"SCSC","Scansource, Inc","Technology","Electronics & Computer Distribution","USA",1210.20,16.25,50.81,0.00%,0
732,"SCWX","SecureWorks Corp","Technology","Software - Infrastructure","USA",744.01,,8.37,0.00%,0
733,"SDHC","Smith Douglas Homes Corp","Real Estate","Real Estate - Development","USA",1697.88,17.19,33.11,0.00%,0
734,"SDOT","Sadot Group Inc","Consumer Defensive","Farm Products","USA",23.48,,4.09,7.92%,16876
735,"SEDG","Solaredge Technologies Inc","Technology","Solar","Israel",723.21,,12.48,1.96%,43101
736,"SEIC","SEI Investments Co","Financial","Asset Management","USA",10417.11,19.51,80.81,0.00%,101
737,"SENS","Senseonics Holdings Inc","Healthcare","Medical Devices","USA",180.75,,0.31,-3.17%,40802
738,"SF","Stifel Financial Corp","Financial","Capital Markets","USA",11975.25,21.13,117.00,0.55%,134
739,"SFBS","ServisFirst Bancshares Inc","Financial","Banks - Regional","USA",5202.12,25.51,95.36,-1.29%,22
740,"SFIX","Stitch Fix Inc","Consumer Cyclical","Apparel Retail","USA",485.82,,3.83,-0.26%,1106
741,"SFM","Sprouts Farmers Market Inc","Consumer Defensive","Grocery Stores","USA",14663.72,42.43,146.65,0.40%,1044
742,"SFNC","Simmons First National Corp","Financial","Banks - Regional","USA",3136.82,24.49,24.98,0.00%,0
743,"SFST","Southern First Bancshares Inc","Financial","Banks - Regional","USA",349.57,24.68,42.84,-1.79%,5
744,"SGHT","Sight Sciences Inc","Healthcare","Medical Devices","USA",214.69,,4.23,0.00%,0
745,"SHBI","Shore Bancshares Inc","Financial","Banks - Regional","USA",544.23,13.22,16.33,0.00%,0
746,"SHIM","Shimmick Corp","Industrials","Engineering & Construction","USA",74.57,,2.22,0.00%,1294
747,"SHO","Sunstone Hotel Investors Inc","Real Estate","REIT - Hotel & Motel","USA",2137.14,13.83,10.51,0.00%,0
748,"SHOO","Steven Madden Ltd","Consumer Cyclical","Footwear & Accessories","USA",3104.94,18.26,43.01,-4.36%,18
749,"SID","Companhia Siderurgica Nacional ADR","Basic Materials","Steel","Brazil",2506.31,,1.89,-3.08%,19226
750,"SINT","SINTX Technologies Inc","Healthcare","Medical Devices","USA",1.78,,2.38,0.42%,2028
751,"SIRI","Sirius XM Holdings Inc","Communication Services","Entertainment","USA",9294.14,,27.40,0.88%,20889
752,"SITC","SITE Centers Corp","Real Estate","REIT - Retail","USA",849.37,1.18,16.20,0.00%,0
753,"SITE","SiteOne Landscape Supply Inc","Industrials","Industrial Distribution","USA",6632.77,47.33,147.00,-0.31%,294
754,"SJM","J.M. Smucker Co","Consumer Defensive","Packaged Foods","USA",12029.22,15.95,113.05,0.96%,407
755,"SJW","SJW Group","Utilities","Utilities - Regulated Water","USA",1832.27,19.93,55.10,0.00%,0
756,"SKY","Champion Homes Inc","Consumer Cyclical","Residential Construction","USA",5568.12,37.59,97.00,2.19%,37
757,"SLG","SL Green Realty Corp","Real Estate","REIT - Office","USA",5479.77,,79.38,3.12%,2338
758,"SLRC","SLR Investment Corp","Financial","Asset Management","USA",871.24,9.02,15.97,0.00%,26
759,"SMAR","Smartsheet Inc","Technology","Software - Application","USA",7772.99,,55.80,-0.04%,28
760,"SMC","Summit Midstream Corp","Energy","Oil & Gas Midstream","USA",380.48,5.78,35.73,0.00%,0
761,"SMCI","Super Micro Computer Inc","Technology","Computer Hardware","USA",12267.60,10.53,20.95,-3.46%,2349374
762,"SMRT","SmartRent Inc","Technology","Software - Application","USA",283.08,,1.47,0.00%,0
763,"SNA","Snap-on, Inc","Industrials","Tools & Accessories","USA",18895.31,18.52,359.86,-0.14%,20
764,"SNAP","Snap Inc","Communication Services","Internet Content & Information","USA",19036.46,,11.35,0.80%,220210
765,"SNBR","Sleep Number Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",315.21,,14.09,0.00%,0
766,"SND","Smart Sand Inc","Energy","Oil & Gas Equipment & Services","USA",102.60,71.13,2.39,-9.13%,158
767,"SNTI","Senti Biosciences Inc","Healthcare","Biotechnology","USA",10.39,,2.27,0.00%,0
768,"SOFI","SoFi Technologies Inc","Financial","Credit Services","USA",15278.87,119.02,14.08,1.88%,1791309
769,"SOHO","Sotherly Hotels Inc","Real Estate","REIT - Hotel & Motel","USA",46.00,,1.15,-0.79%,1200
770,"SOLV","Solventum Corp","Healthcare","Health Information Services","USA",12213.71,,70.70,0.00%,0
771,"SOND","Sonder Holdings Inc","Consumer Cyclical","Lodging","USA",50.97,,4.40,6.28%,371
772,"SOS","SOS Limited ADR","Financial","Capital Markets","China",16.33,,0.90,13.00%,83890
773,"SPCE","Virgin Galactic Holdings Inc","Industrials","Aerospace & Defense","USA",212.52,,7.36,4.25%,46292
774,"SPNS","Sapiens International Corp NV","Technology","Software - Application","Israel",1560.25,22.03,27.99,-0.43%,2524
775,"SPOK","Spok Holdings Inc","Healthcare","Health Information Services","USA",345.44,23.73,17.04,0.00%,0
776,"SPR","Spirit Aerosystems Holdings Inc","Industrials","Aerospace & Defense","USA",3688.80,,31.55,1.65%,1074
777,"SPRU","Spruce Power Holding Corporation","Technology","Solar","USA",43.42,,2.34,0.00%,0
778,"SPTN","SpartanNash Co","Consumer Defensive","Food Distribution","USA",627.84,14.00,18.60,0.00%,18
779,"SPWH","Sportsman's Warehouse Holdings Inc","Consumer Cyclical","Specialty Retail","USA",95.38,,2.52,8.62%,8
780,"SQFT","Presidio Property Trust Inc","Real Estate","REIT - Diversified","USA",10.10,,0.69,-2.11%,101
781,"SR","Spire Inc","Utilities","Utilities - Regulated Gas","USA",3820.16,15.91,66.15,0.00%,4
782,"SRCE","1st Source Corp","Financial","Banks - Regional","USA",1642.84,12.72,67.01,0.00%,0
783,"SRDX","Surmodics, Inc","Healthcare","Medical Devices","USA",549.28,,38.50,-0.16%,102
784,"SSP","E.W. Scripps Co","Communication Services","Broadcasting","USA",169.27,,1.96,-2.49%,590
785,"SSRM","SSR Mining Inc","Basic Materials","Gold","USA",1520.57,,5.38,1.13%,1119
786,"STBA","S & T Bancorp, Inc","Financial","Banks - Regional","USA",1641.72,12.21,42.91,-0.69%,155
787,"STEM","Stem Inc","Utilities","Utilities - Renewable","USA",63.96,,0.39,0.00%,6532
788,"STLD","Steel Dynamics Inc","Basic Materials","Steel","USA",22282.58,13.25,146.36,1.39%,383
789,"STRT","Strattec Security Corp","Consumer Cyclical","Auto Parts","USA",166.09,10.29,40.50,0.00%,0
790,"STT","State Street Corp","Financial","Asset Management","USA",27720.31,14.94,94.56,-0.66%,12
791,"SVC","Service Properties Trust","Real Estate","REIT - Hotel & Motel","USA",488.28,,2.93,0.00%,10
792,"SWI","SolarWinds Corp","Technology","Software - Infrastructure","USA",2299.31,60.15,13.48,0.00%,0
793,"SWK","Stanley Black & Decker Inc","Industrials","Tools & Accessories","USA",13643.51,,88.50,1.17%,1993
794,"SWKS","Skyworks Solutions, Inc","Technology","Semiconductors","USA",13117.50,16.95,82.13,-5.64%,195051
795,"SWVL","Swvl Holdings Corp","Technology","Software - Application","United Arab Emirates",34.47,8.19,3.77,0.00%,0
796,"SYBT","Stock Yards Bancorp Inc","Financial","Banks - Regional","USA",2219.78,20.77,75.47,0.00%,0
797,"SYBX","Synlogic Inc","Healthcare","Biotechnology","USA",17.08,,1.46,0.00%,0
798,"SYPR","Sypris Solutions, Inc","Consumer Cyclical","Auto Parts","USA",30.78,,1.34,-2.90%,371
799,"SYTA","Siyata Mobile Inc","Technology","Communication Equipment","Canada",1.05,,1.30,5.69%,11752
800,"TAP","Molson Coors Beverage Company","Consumer Defensive","Beverages - Brewers","USA",12754.77,13.96,61.89,0.00%,385
801,"TASK","TaskUs Inc","Technology","Information Technology Services","USA",1311.93,25.32,14.69,0.00%,0
802,"TBNK","Territorial Bancorp Inc","Financial","Banks - Regional","USA",96.36,,10.91,0.00%,171
803,"TCBI","Texas Capital Bancshares, Inc","Financial","Banks - Regional","USA",4127.17,508.89,89.31,0.35%,104
804,"TCPC","BlackRock TCP Capital Corp","Financial","Asset Management","USA",740.36,,8.65,0.70%,103
805,"TCRT","Alaunos Therapeutics Inc","Healthcare","Biotechnology","USA",3.85,,2.40,-1.64%,4417
806,"TCS","Container Store Group Inc","Consumer Cyclical","Specialty Retail","USA",16.32,,4.73,0.00%,27
807,"TD","Toronto Dominion Bank","Financial","Banks - Diversified","Canada",138181.18,18.12,56.66,0.93%,913
808,"TDC","Teradata Corp","Technology","Software - Infrastructure","USA",2818.36,35.14,29.45,0.00%,368
809,"TDOC","Teladoc Health Inc","Healthcare","Health Information Services","USA",1694.11,,9.84,1.44%,22421
810,"TEF","Telefonica S.A ADR","Communication Services","Telecom Services","Spain",24297.80,,4.31,0.47%,10040
811,"TEX","Terex Corp","Industrials","Farm & Heavy Construction Machinery","USA",3600.52,7.86,53.90,1.26%,24
812,"TFIN","Triumph Financial Inc","Financial","Banks - Regional","USA",2450.54,132.52,104.78,1.65%,15
813,"TFSL","TFS Financial Corporation","Financial","Banks - Regional","USA",4005.74,51.70,14.27,0.00%,0
814,"TG","Tredegar Corp","Industrials","Metal Fabrication","USA",242.93,,7.07,0.00%,4
815,"TGI","Triumph Group Inc","Industrials","Aerospace & Defense","USA",1453.75,,18.80,0.48%,155460
816,"TGS","Transportadora de Gas del Sur ADR","Energy","Oil & Gas Integrated","Argentina",1684.23,22.01,24.23,0.00%,0
817,"TH","Target Hospitality Corp","Industrials","Specialty Business Services","USA",984.21,11.23,9.80,-0.41%,373
818,"THFF","First Financial Corp. - Indiana","Financial","Banks - Regional","USA",589.00,13.54,49.88,0.00%,0
819,"THO","Thor Industries, Inc","Consumer Cyclical","Recreational Vehicles","USA",5894.88,22.46,111.01,-0.66%,237
820,"THS","Treehouse Foods Inc","Consumer Defensive","Packaged Foods","USA",1658.72,,31.96,0.28%,1511
821,"TISI","Team, Inc","Industrials","Specialty Business Services","USA",69.64,,15.75,2.47%,1643
822,"TITN","Titan Machinery Inc","Industrials","Industrial Distribution","USA",332.81,5.59,14.39,0.74%,62
823,"TIXT","TELUS International (Cda) Inc","Technology","Software - Infrastructure","Canada",1487.75,56.03,3.90,0.00%,0
824,"TK","Teekay Corporation Ltd","Energy","Oil & Gas Midstream","Bermuda",721.83,5.19,7.86,1.29%,246
825,"TLRY","Tilray Brands Inc","Healthcare","Drug Manufacturers - Specialty & Generic","Canada",1345.90,,1.49,1.36%,374855
826,"TLYS","Tillys Inc","Consumer Cyclical","Apparel Retail","USA",121.81,,4.04,0.00%,0
827,"TMCI","Treace Medical Concepts Inc","Healthcare","Medical Devices","USA",500.87,,8.04,0.00%,0
828,"TPL","Texas Pacific Land Corporation","Energy","Oil & Gas E&P","USA",32624.38,72.85,1420.00,0.94%,49
829,"TPVG","TriplePoint Venture Growth BDC Corp","Financial","Asset Management","USA",304.37,38.00,7.60,-3.31%,244
830,"TRI","Thomson-Reuters Corp","Industrials","Specialty Business Services","Canada",106357.03,33.36,169.50,0.00%,0
831,"TRIP","TripAdvisor Inc","Consumer Cyclical","Travel Services","USA",2012.01,61.89,14.44,1.26%,1407
832,"TRMK","Trustmark Corp","Financial","Banks - Regional","USA",2382.72,,38.96,0.00%,0
833,"TRN","Trinity Industries, Inc","Industrials","Railroads","USA",3188.75,18.87,38.81,1.38%,22
834,"TRV","Travelers Companies Inc","Financial","Insurance - Property & Casualty","USA",58116.85,13.13,256.00,-0.77%,309
835,"TRVG","Trivago NV ADR","Communication Services","Internet Content & Information","Germany",36.93,,1.66,0.00%,0
836,"TSE","Trinseo PLC","Basic Materials","Specialty Chemicals","USA",126.38,,3.57,0.00%,0
837,"TSLA","Tesla Inc","Consumer Cyclical","Auto Manufacturers","USA",1084539.60,92.55,337.86,2.85%,7720317
838,"TSN","Tyson Foods, Inc","Consumer Defensive","Farm Products","USA",21766.88,,62.40,-0.42%,3946
839,"TSVT","2seventy bio Inc","Healthcare","Biotechnology","USA",234.83,,4.56,6.54%,102
840,"TT","Trane Technologies plc","Industrials","Building Products & Equipment","Ireland",93159.88,38.39,414.00,0.70%,1496
841,"TTC","Toro Co","Industrials","Tools & Accessories","USA",8615.53,21.96,83.96,0.00%,0
842,"TTOO","T2 Biosystems Inc","Healthcare","Diagnostics & Research","USA",11.30,,0.55,4.92%,26303
843,"TWI","Titan International, Inc","Industrials","Farm & Heavy Construction Machinery","USA",476.07,,7.54,0.00%,0
844,"TWIN","Twin Disc Incorporated","Industrials","Specialty Industrial Machinery","USA",175.32,18.45,12.43,0.00%,0
845,"TWKS","Thoughtworks Holding Inc","Technology","Information Technology Services","USA",1447.40,,4.47,0.00%,0
846,"TXMD","TherapeuticsMD Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",17.19,,1.49,-0.63%,165
847,"TXN","Texas Instruments Inc","Technology","Semiconductors","USA",192596.30,39.22,211.13,-0.78%,1066173
848,"UA","Under Armour Inc","Consumer Cyclical","Apparel Manufacturing","USA",3941.77,,8.62,0.12%,6112
849,"UAA","Under Armour Inc","Consumer Cyclical","Apparel Manufacturing","USA",3973.86,,9.66,0.93%,12088
850,"UBS","UBS Group AG","Financial","Banks - Diversified","Switzerland",89785.29,37.24,31.79,-0.84%,24745
851,"UBSI","United Bankshares, Inc","Financial","Banks - Regional","USA",5753.63,16.11,42.55,0.00%,5
852,"UFI","UNIFI, Inc","Consumer Cyclical","Textile Manufacturing","USA",105.95,,5.80,0.00%,0
853,"UGP","Ultrapar Participacoes S.A. ADR","Energy","Oil & Gas Refining & Marketing","Brazil",3948.73,7.04,3.62,1.69%,3647
854,"UHAL","U-Haul Holding Company","Industrials","Rental & Leasing Services","USA",12856.40,31.97,72.61,0.83%,8
855,"UI","Ubiquiti Inc","Technology","Communication Equipment","USA",21399.89,54.84,353.89,1.26%,155
856,"UIS","Unisys Corp","Technology","Information Technology Services","USA",557.68,,8.04,-0.50%,143
857,"ULCC","Frontier Group Holdings Inc","Industrials","Airlines","USA",1512.24,,6.71,0.60%,43954
858,"ULH","Universal Logistics Holdings Inc","Industrials","Trucking","USA",1410.63,10.76,53.60,3.47%,3
859,"UNB","Union Bankshares, Inc","Financial","Banks - Regional","USA",140.01,14.01,30.95,0.00%,0
860,"UNF","Unifirst Corp","Industrials","Specialty Business Services","USA",3583.13,25.77,200.23,0.00%,0
861,"UNFI","United Natural Foods Inc","Consumer Defensive","Food Distribution","USA",1317.41,,21.99,4.91%,30
862,"UNIT","Uniti Group Inc","Real Estate","REIT - Specialty","USA",1462.03,14.39,5.99,1.00%,3700
863,"UPLD","Upland Software Inc","Technology","Software - Application","USA",74.91,,2.73,0.00%,0
864,"UPST","Upstart Holdings Inc","Financial","Credit Services","USA",6407.85,,70.24,1.17%,732573
865,"UPXI","Upexi Inc","Communication Services","Internet Content & Information","USA",5.10,,4.90,2.94%,333
866,"URBN","Urban Outfitters, Inc","Consumer Cyclical","Apparel Retail","USA",3572.78,11.83,38.72,0.00%,0
867,"URI","United Rentals, Inc","Industrials","Rental & Leasing Services","USA",57223.37,22.78,872.01,0.42%,152
868,"USAC","USA Compression Partners LP","Energy","Oil & Gas Equipment & Services","USA",2689.18,41.41,22.98,0.00%,2
869,"USNA","Usana Health Sciences Inc","Consumer Defensive","Packaged Foods","USA",772.29,14.33,40.52,0.00%,0
870,"UVSP","Univest Financial Corp","Financial","Banks - Regional","USA",916.59,12.69,31.56,0.00%,0
871,"UWMC","UWM Holdings Corporation","Financial","Mortgage Finance","USA",10021.62,,6.10,1.33%,45521
872,"VCSA","Vacasa Inc","Technology","Software - Application","USA",83.27,,3.25,0.00%,0
873,"VERI","Veritone Inc","Technology","Software - Infrastructure","USA",110.23,,2.89,1.75%,4306
874,"VERO","Venus Concept Inc","Healthcare","Medical Devices","Canada",2.75,,0.38,2.01%,10477
875,"VFC","VF Corp","Consumer Cyclical","Apparel Manufacturing","USA",7930.42,,20.37,0.49%,4457
876,"VIOT","Viomi Technology Co Ltd ADR","Consumer Cyclical","Furnishings, Fixtures & Appliances","China",47.67,,1.40,0.00%,0
877,"VKI","Invesco Advantage Municipal Income Trust II","Financial","Closed-End Fund - Debt","USA",404.98,10.60,9.12,0.00%,0
878,"VNO","Vornado Realty Trust","Real Estate","REIT - Office","USA",9004.33,,43.36,1.05%,6008
879,"VRM","Vroom Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",10.25,,5.63,-36.53%,33720
880,"VRTS","Virtus Investment Partners Inc","Financial","Asset Management","USA",1705.56,14.77,243.01,0.50%,488
881,"VS","Versus Systems Inc","Technology","Software - Application","Canada",4.18,,1.64,-1.80%,1939
882,"VSCO","Victoria's Secret & Co","Consumer Cyclical","Apparel Retail","USA",2821.42,20.87,35.93,0.42%,1169
883,"VSTO","Vista Outdoor Inc","Consumer Cyclical","Leisure","USA",2582.50,,44.20,0.00%,133
884,"VSTS","Vestis Corp","Industrials","Rental & Leasing Services","USA",1852.58,15.80,14.09,0.00%,0
885,"VTLE","Vital Energy Inc","Energy","Oil & Gas E&P","USA",1170.53,2.15,30.68,0.92%,1088
886,"VTRS","Viatris Inc","Healthcare","Drug Manufacturers - Specialty & Generic","USA",15277.99,,12.80,-1.01%,71
887,"VVR","Invesco Senior Income Trust","Financial","Closed-End Fund - Debt","USA",605.67,10.13,3.95,0.51%,4568
888,"VZIO","VIZIO Holding Corp","Technology","Consumer Electronics","USA",2252.29,1390.10,11.12,-0.44%,20
889,"WABC","Westamerica Bancorporation","Financial","Banks - Regional","USA",1555.00,10.62,58.27,0.80%,4
890,"WASH","Washington Trust Bancorp, Inc","Financial","Banks - Regional","USA",675.77,14.84,39.60,-0.18%,2653
891,"WAT","Waters Corp","Healthcare","Diagnostics & Research","USA",22949.49,36.88,386.51,0.19%,432
892,"WBA","Walgreens Boots Alliance Inc","Healthcare","Pharmaceutical Retailers","USA",7850.72,,9.08,0.78%,187184
893,"WD","Walker & Dunlop Inc","Financial","Mortgage Finance","USA",3721.08,39.33,110.20,0.00%,0
894,"WEC","WEC Energy Group Inc","Utilities","Utilities - Regulated Electric","USA",31043.86,24.00,98.13,0.29%,609
895,"WEN","Wendy's Co","Consumer Cyclical","Restaurants","USA",3791.52,19.79,18.60,1.20%,102
896,"WERN","Werner Enterprises, Inc","Industrials","Trucking","USA",2534.73,56.56,41.01,-0.92%,479
897,"WES","Western Midstream Partners LP","Energy","Oil & Gas Midstream","USA",13844.61,9.31,36.38,0.50%,263
898,"WEYS","Weyco Group, Inc","Consumer Cyclical","Footwear & Accessories","USA",355.80,12.33,37.22,0.00%,0
899,"WHD","Cactus Inc","Energy","Oil & Gas Equipment & Services","USA",5328.15,23.70,66.95,0.00%,0
900,"WHF","WhiteHorse Finance Inc","Financial","Asset Management","USA",251.49,24.04,10.82,2.17%,365
901,"WHLR","Wheeler Real Estate Investment Trust Inc","Real Estate","REIT - Retail","USA",9.57,,7.40,2.07%,1955
902,"WHR","Whirlpool Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",6158.56,11.02,111.69,1.09%,270
903,"WINT","Windtree Therapeutics Inc","Healthcare","Biotechnology","USA",4.90,,0.56,-0.48%,25338
904,"WKC","World Kinect Corp","Energy","Oil & Gas Refining & Marketing","USA",1634.30,12.52,28.14,0.00%,0
905,"WKHS","Workhorse Group Inc","Consumer Cyclical","Auto Manufacturers","USA",36.15,,1.48,3.06%,338175
906,"WNEB","Western New England Bancorp Inc","Financial","Banks - Regional","USA",184.75,17.12,8.79,0.00%,0
907,"WOLF","Wolfspeed Inc","Technology","Semiconductors","USA",1085.56,,8.50,1.67%,244325
908,"WOOF","Petco Health and Wellness Co Inc","Consumer Cyclical","Specialty Retail","USA",1185.36,,4.32,-1.13%,3878
909,"WOW","WideOpenWest Inc","Communication Services","Telecom Services","USA",468.81,,5.53,0.00%,0
910,"WPC","W. P. Carey Inc","Real Estate","REIT - Diversified","USA",12165.74,21.92,55.59,0.65%,123
911,"WPP","WPP Plc. ADR","Communication Services","Advertising Agencies","United Kingdom",11272.09,44.38,52.28,-0.89%,7711
912,"WRAP","Wrap Technologies Inc","Technology","Scientific & Technical Instruments","USA",72.49,,1.58,1.94%,818
913,"WRLD","World Acceptance Corp","Financial","Credit Services","USA",701.21,8.40,121.96,-0.02%,15
914,"WSBF","Waterstone Financial Inc","Financial","Banks - Regional","USA",300.09,21.47,15.49,0.00%,0
915,"WSM","Williams-Sonoma, Inc","Consumer Cyclical","Specialty Retail","USA",16314.20,15.51,129.13,0.00%,1084
916,"WSO","Watsco Inc","Industrials","Industrial Distribution","USA",21639.68,41.79,535.90,0.48%,37
917,"WTBA","West Bancorporation","Financial","Banks - Regional","USA",404.32,18.82,24.02,0.00%,40
918,"WTS","Watts Water Technologies, Inc","Industrials","Specialty Industrial Machinery","USA",6989.67,25.13,209.69,1.43%,204
919,"WU","Western Union Company","Financial","Credit Services","USA",3580.69,5.41,10.60,-0.09%,3105
920,"WW","WW International Inc","Consumer Cyclical","Personal Services","USA",81.82,,1.02,0.44%,42363
921,"XBIO","Xenetic Biosciences Inc","Healthcare","Biotechnology","USA",6.37,,4.13,0.00%,0
922,"XBIT","XBiotech Inc","Healthcare","Biotechnology","USA",215.98,,7.09,0.00%,0
923,"XCUR","Exicure Inc","Healthcare","Biotechnology","USA",6.43,,3.72,15.48%,12595
924,"XELA","Exela Technologies Inc","Technology","Software - Application","USA",7.32,,1.15,0.00%,0
925,"XTIA","XTI Aerospace Inc","Industrials","Aerospace & Defense","USA",2.08,,0.05,8.87%,12990330
926,"XYF","X Financial ADR","Financial","Credit Services","China",213.61,1.76,6.44,0.00%,0
927,"YELP","Yelp Inc","Communication Services","Internet Content & Information","USA",2439.20,22.24,37.06,-3.01%,16
928,"YETI","YETI Holdings Inc","Consumer Cyclical","Leisure","USA",3581.33,18.15,42.22,2.03%,4842
929,"YJ","Yunji Inc ADR","Consumer Cyclical","Internet Retail","China",4.35,,1.63,0.00%,0
930,"YOU","Clear Secure Inc","Technology","Software - Application","USA",3739.49,31.16,26.77,-2.76%,91393
931,"YUM","Yum Brands Inc","Consumer Cyclical","Restaurants","USA",37479.35,25.12,134.30,-0.23%,31
932,"ZBH","Zimmer Biomet Holdings Inc","Healthcare","Medical Devices","USA",21886.16,20.94,109.94,0.00%,68
933,"ZENV","Zenvia Inc","Technology","Software - Application","Brazil",33.40,,1.19,0.00%,0
934,"ZGN","Ermenegildo Zegna N.V","Consumer Cyclical","Apparel Manufacturing","Italy",3059.56,17.62,7.51,0.00%,0
935,"ZI","ZoomInfo Technologies Inc","Technology","Software - Application","USA",4200.72,320.33,11.50,-12.08%,305390
936,"ZIMV","ZimVie Inc","Healthcare","Medical Devices","USA",388.59,,14.08,0.00%,0
937,"ZION","Zions Bancorporation N.A","Financial","Banks - Regional","USA",8862.67,13.66,60.00,0.52%,537
938,"ZIP","ZipRecruiter Inc","Industrials","Staffing & Employment Services","USA",1001.45,331.72,10.25,0.00%,0
939,"ZUMZ","Zumiez Inc","Consumer Cyclical","Apparel Retail","USA",427.04,,22.31,0.00%,0
940,"ZUO","Zuora Inc","Technology","Software - Infrastructure","USA",1512.39,,9.85,-0.40%,598
